Jaar-Maand,Bouwsector (index),Niet-bouwsector (index)
2023-12,212.14,109.64
2024-01,211.56,110.34
2024-02,216.76,111.33
2024-03,215.03,110.56
2024-04,215.03,110.34
2024-05,217.34,110.98
2024-06,219.08,108.52
2024-07,218.5,108.59
2024-08,221.97,108.8
2024-09,221.39,110.27
2024-10,234.68,114.43
2024-11,238.15,113.51
2024-12,234.68,114.0
2025-01,243.35,115.55
2025-02,242.77,113.02
2025-03,248.55,114.07
2025-04,252.02,113.23
2025-05,248.55,110.84
2025-06,250.29,112.95
2025-07,253.76,115.2
2025-08,247.4,113.86
2025-09,246.24,111.75
2025-10,238.73,110.98
