Jaar-Maand,Bouwsector (index),Niet-bouwsector (index)
2019-04,129.35,113.45
2019-05,145.65,116.91
2019-06,148.91,121.64
2019-07,159.78,121.64
2019-08,157.61,120.91
2019-09,164.13,124.0
2019-10,165.22,121.27
2019-11,155.43,119.82
2019-12,158.7,119.45
2020-01,160.87,120.0
2020-02,165.22,122.18
2020-03,158.7,122.0
2020-04,150.0,118.0
2020-05,141.3,113.27
2020-06,138.04,105.82
2020-07,129.35,104.55
2020-08,133.7,104.91
2020-09,128.26,101.09
2020-10,122.83,96.91
2020-11,128.26,97.82
2020-12,120.65,90.55
2021-01,117.39,86.0
2021-02,109.78,81.09
2021-03,116.3,77.82
2021-04,130.43,79.64
2021-05,129.35,81.45
2021-06,132.61,82.18
2021-07,135.87,80.36
2021-08,129.35,78.91
2021-09,125.0,75.45
2021-10,131.52,74.0
2021-11,140.22,72.0
2021-12,152.17,78.0
2022-01,156.52,79.82
2022-02,169.57,82.91
2022-03,171.74,89.45
2022-04,159.78,88.73
2022-05,170.65,93.64
2022-06,173.91,98.18
2022-07,179.35,100.18
2022-08,185.87,99.82
2022-09,205.43,107.09
2022-10,204.35,111.27
2022-11,202.17,114.55
2022-12,205.43,112.0
2023-01,213.04,115.82
2023-02,210.87,116.73
2023-03,217.39,113.82
2023-04,218.48,116.0
2023-05,222.83,116.73
2023-06,227.17,119.45
2023-07,228.26,120.18
2023-08,222.83,120.73
2023-09,211.96,116.0
2023-10,222.83,118.55
2023-11,228.26,121.27
2023-12,233.7,124.36
2024-01,235.87,122.36
2024-02,243.48,126.55
2024-03,240.22,131.64
2024-04,242.39,131.09
2024-05,233.7,127.09
2024-06,238.04,127.27
2024-07,231.52,128.18
2024-08,233.7,128.36
2024-09,234.78,128.36
2024-10,228.26,128.73
2024-11,230.43,124.36
2024-12,238.04,125.45
2025-01,231.52,127.09
2025-02,233.7,127.09
2025-03,230.43,126.18
2025-04,238.04,129.45
2025-05,253.26,132.18
2025-06,252.17,130.0
2025-07,256.52,130.36
2025-08,255.43,130.73
2025-09,270.65,134.18
