Jaar-Maand,Bouwsector (index),Niet-bouwsector (index)
2018-09,123.08,99.58
2018-10,123.08,97.9
2018-11,124.62,100.0
2018-12,115.38,100.84
2019-01,107.69,96.22
2019-02,107.69,98.32
2019-03,113.85,102.94
2019-04,116.92,107.98
2019-05,120.0,110.5
2019-06,116.92,111.76
2019-07,123.08,106.72
2019-08,116.92,104.62
2019-09,118.46,114.29
2019-10,120.0,114.29
2019-11,113.85,107.98
2019-12,112.31,110.92
2020-01,109.23,115.97
2020-02,112.31,121.01
2020-03,110.77,121.43
2020-04,100.0,111.76
2020-05,93.85,101.68
2020-06,89.23,98.32
2020-07,81.54,103.36
2020-08,83.08,105.88
2020-09,83.08,97.9
2020-10,78.46,99.16
2020-11,78.46,98.32
2020-12,76.92,93.7
2021-01,83.08,90.76
2021-02,78.46,85.29
2021-03,67.69,80.25
2021-04,75.38,83.19
2021-05,86.15,87.82
2021-06,90.77,87.39
2021-07,98.46,86.97
2021-08,95.38,84.03
2021-09,92.31,81.51
2021-10,90.77,74.79
2021-11,95.38,78.57
2021-12,92.31,84.03
2022-01,78.46,81.93
2022-02,86.15,84.03
2022-03,98.46,85.71
2022-04,96.92,87.82
2022-05,95.38,89.5
2022-06,104.62,93.28
2022-07,98.46,91.6
2022-08,101.54,92.02
2022-09,107.69,93.28
2022-10,120.0,99.58
2022-11,116.92,97.9
2022-12,127.69,100.0
2023-01,143.08,102.52
2023-02,140.0,100.84
2023-03,133.85,101.68
2023-04,156.92,109.24
2023-05,152.31,105.04
2023-06,147.69,108.82
2023-07,146.15,111.34
2023-08,152.31,115.13
2023-09,150.77,116.39
2023-10,141.54,121.01
2023-11,153.85,126.89
2023-12,160.0,126.47
2024-01,160.0,126.89
2024-02,160.0,128.99
2024-03,163.08,135.29
2024-04,140.0,130.25
2024-05,149.23,136.13
2024-06,150.77,130.25
2024-07,155.38,132.77
2024-08,149.23,130.25
2024-09,163.08,136.55
2024-10,169.23,135.71
2024-11,158.46,129.83
2024-12,143.08,130.25
2025-01,138.46,128.99
2025-02,133.85,125.21
2025-03,146.15,122.69
2025-04,147.69,127.31
2025-05,141.54,123.95
2025-06,138.46,128.15
2025-07,136.92,126.47
2025-08,136.92,129.41
2025-09,132.31,126.89
