Jaar-Maand,Bouwsector (index),Niet-bouwsector (index)
2014-09,187.5,164.71
2014-10,179.17,157.65
2014-11,162.5,162.35
2014-12,166.67,154.12
2015-01,170.83,149.41
2015-02,162.5,136.47
2015-03,150.0,141.18
2015-04,150.0,143.53
2015-05,150.0,145.88
2015-06,150.0,150.59
2015-07,150.0,160.0
2015-08,145.83,164.71
2015-09,141.67,155.29
2015-10,125.0,160.0
2015-11,125.0,152.94
2015-12,125.0,145.88
2016-01,125.0,138.82
2016-02,125.0,145.88
2016-03,108.33,140.0
2016-04,100.0,141.18
2016-05,100.0,141.18
2016-06,87.5,140.0
2016-07,79.17,127.06
2016-08,83.33,124.71
2016-09,83.33,128.24
2016-10,79.17,128.24
2016-11,83.33,131.76
2016-12,91.67,143.53
2017-01,79.17,150.59
2017-02,91.67,150.59
2017-03,108.33,147.06
2017-04,112.5,147.06
2017-05,104.17,147.06
2017-06,112.5,150.59
2017-07,125.0,152.94
2017-08,116.67,152.94
2017-09,120.83,161.18
2017-10,125.0,161.18
2017-11,125.0,160.0
2017-12,129.17,148.24
2018-01,137.5,156.47
2018-02,116.67,147.06
2018-03,120.83,140.0
2018-04,120.83,135.29
2018-05,120.83,131.76
2018-06,116.67,123.53
2018-07,108.33,128.24
2018-08,108.33,127.06
2018-09,100.0,114.12
2018-10,95.83,108.24
2018-11,91.67,101.18
2018-12,104.17,110.59
2019-01,104.17,97.65
2019-02,120.83,107.06
2019-03,104.17,131.76
2019-04,108.33,135.29
2019-05,112.5,151.76
2019-06,112.5,151.76
2019-07,116.67,158.82
2019-08,125.0,158.82
2019-09,141.67,164.71
2019-10,150.0,167.06
2019-11,150.0,177.65
2019-12,133.33,178.82
2020-01,129.17,191.76
2020-02,125.0,185.88
2020-03,120.83,163.53
2020-04,120.83,162.35
2020-05,116.67,143.53
2020-06,112.5,148.24
2020-07,112.5,135.29
2020-08,104.17,132.94
2020-09,83.33,123.53
2020-10,79.17,116.47
2020-11,83.33,107.06
2020-12,70.83,94.12
2021-01,79.17,87.06
2021-02,70.83,82.35
2021-03,83.33,77.65
2021-04,75.0,72.94
2021-05,66.67,76.47
2021-06,79.17,74.12
2021-07,79.17,75.29
2021-08,79.17,75.29
2021-09,79.17,71.76
2021-10,75.0,76.47
2021-11,70.83,85.88
2021-12,70.83,97.65
2022-01,70.83,92.94
2022-02,66.67,94.12
2022-03,75.0,98.82
2022-04,87.5,104.71
2022-05,91.67,108.24
2022-06,83.33,101.18
2022-07,75.0,101.18
2022-08,83.33,101.18
2022-09,100.0,109.41
2022-10,108.33,108.24
2022-11,112.5,101.18
2022-12,112.5,101.18
2023-01,108.33,107.06
2023-02,120.83,111.76
2023-03,108.33,111.76
2023-04,95.83,112.94
2023-05,95.83,112.94
2023-06,100.0,115.29
2023-07,104.17,112.94
2023-08,108.33,115.29
2023-09,95.83,115.29
2023-10,95.83,118.82
2023-11,95.83,121.18
2023-12,104.17,120.0
2024-01,95.83,115.29
2024-02,87.5,115.29
2024-03,91.67,123.53
2024-04,125.0,122.35
2024-05,120.83,114.12
2024-06,120.83,123.53
2024-07,116.67,129.41
2024-08,108.33,134.12
2024-09,104.17,130.59
2024-10,104.17,132.94
2024-11,104.17,131.76
2024-12,104.17,130.59
2025-01,116.67,142.35
2025-02,112.5,141.18
2025-03,116.67,130.59
2025-04,100.0,131.76
2025-05,104.17,136.47
2025-06,116.67,137.65
2025-07,125.0,135.29
2025-08,133.33,125.88
2025-09,150.0,128.24
