Jaar-Maand,Bouwsector (index),Niet-bouwsector (index)
2024-11,296.99,125.14
2024-12,288.72,122.42
2025-01,288.72,119.29
2025-02,285.71,117.53
2025-03,300.0,117.93
2025-04,299.25,117.8
2025-05,300.75,119.29
2025-06,307.52,116.85
2025-07,307.52,116.03
2025-08,307.52,115.35
2025-09,322.56,121.06
2025-10,319.55,123.23
