Jaar-Maand,Bouwsector (index),Niet-bouwsector (index)
2018-12,157.5,116.45
2019-01,154.17,113.29
2019-02,155.83,115.95
2019-03,154.17,115.61
2019-04,160.83,120.1
2019-05,166.67,127.08
2019-06,169.17,130.56
2019-07,171.67,129.73
2019-08,172.5,129.4
2019-09,170.83,136.21
2019-10,160.0,134.39
2019-11,162.5,132.39
2019-12,150.83,134.55
2020-01,153.33,136.88
2020-02,155.83,135.22
2020-03,150.0,137.38
2020-04,136.67,126.41
2020-05,133.33,117.94
2020-06,123.33,109.63
2020-07,118.33,110.96
2020-08,116.67,110.96
2020-09,115.0,102.16
2020-10,110.83,97.67
2020-11,109.17,95.68
2020-12,105.83,86.88
2021-01,97.5,81.56
2021-02,93.33,81.06
2021-03,98.33,76.25
2021-04,101.67,77.74
2021-05,100.83,83.72
2021-06,100.83,84.05
2021-07,105.83,83.72
2021-08,104.17,82.23
2021-09,104.17,79.73
2021-10,107.5,78.41
2021-11,107.5,77.74
2021-12,106.67,79.57
2022-01,107.5,81.89
2022-02,105.0,81.23
2022-03,100.83,82.06
2022-04,99.17,83.39
2022-05,102.5,86.21
2022-06,110.83,91.03
2022-07,104.17,89.04
2022-08,103.33,88.87
2022-09,109.17,89.87
2022-10,105.83,95.18
2022-11,107.5,96.01
2022-12,105.0,98.01
2023-01,110.0,100.66
2023-02,110.0,104.49
2023-03,117.5,108.64
2023-04,119.17,113.12
2023-05,121.67,112.13
2023-06,125.0,118.27
2023-07,134.17,119.77
2023-08,135.0,122.76
2023-09,130.83,127.41
2023-10,135.0,128.41
2023-11,136.67,132.23
2023-12,143.33,137.21
2024-01,143.33,139.87
2024-02,150.0,137.71
2024-03,151.67,139.2
2024-04,160.0,139.37
2024-05,165.83,136.88
2024-06,160.0,129.9
2024-07,162.5,133.72
2024-08,165.83,133.55
2024-09,167.5,133.06
2024-10,172.5,130.73
2024-11,161.67,126.74
2024-12,159.17,125.08
2025-01,164.17,122.59
2025-02,158.33,121.76
2025-03,160.83,120.27
2025-04,157.5,120.27
2025-05,148.33,120.1
2025-06,150.0,121.93
2025-07,145.83,120.93
2025-08,144.17,120.76
2025-09,146.67,121.43
2025-10,150.83,121.76
