Jaar-Maand,Bouwsector (index),Niet-bouwsector (index)
2015-09,238.85,145.01
2015-10,235.03,143.9
2015-11,225.48,142.19
2015-12,204.46,135.49
2016-01,196.82,132.22
2016-02,192.99,132.74
2016-03,166.88,125.74
2016-04,162.42,121.8
2016-05,152.23,121.13
2016-06,149.04,116.0
2016-07,140.13,112.28
2016-08,138.85,113.32
2016-09,154.78,116.82
2016-10,168.15,122.84
2016-11,175.16,124.63
2016-12,184.71,123.81
2017-01,189.81,126.71
2017-02,193.63,126.04
2017-03,207.64,129.09
2017-04,208.28,132.44
2017-05,217.83,140.18
2017-06,222.93,146.95
2017-07,228.03,147.25
2017-08,231.85,147.02
2017-09,222.93,145.98
2017-10,235.67,154.46
2017-11,245.22,157.96
2017-12,263.69,165.55
2018-01,283.44,170.61
2018-02,301.91,176.04
2018-03,308.92,185.12
2018-04,325.48,187.35
2018-05,314.65,179.02
2018-06,314.65,174.48
2018-07,329.3,183.63
2018-08,335.03,189.96
2018-09,337.58,188.76
2018-10,340.76,189.73
2018-11,342.68,190.03
2018-12,338.22,186.16
2019-01,333.12,187.87
2019-02,320.38,184.6
2019-03,322.29,179.54
2019-04,319.11,182.07
2019-05,336.31,187.65
2019-06,349.68,192.78
2019-07,349.68,190.18
2019-08,350.96,189.58
2019-09,359.24,190.25
2019-10,351.59,180.06
2019-11,347.77,174.93
2019-12,359.24,179.61
2020-01,350.96,178.57
2020-02,349.04,178.79
2020-03,340.76,174.4
2020-04,319.11,162.2
2020-05,287.26,145.83
2020-06,261.15,135.12
2020-07,242.68,128.79
2020-08,234.39,123.07
2020-09,222.93,114.51
2020-10,203.82,107.37
2020-11,192.36,105.73
2020-12,164.97,92.49
2021-01,153.5,83.11
2021-02,135.67,74.7
2021-03,120.38,70.31
2021-04,124.84,71.06
2021-05,141.4,75.74
2021-06,143.95,76.64
2021-07,143.31,74.78
2021-08,142.04,73.74
2021-09,142.68,75.22
2021-10,149.68,77.16
2021-11,148.41,79.02
2021-12,150.96,81.47
2022-01,156.69,85.27
2022-02,168.15,89.81
2022-03,190.45,94.42
2022-04,191.08,95.16
2022-05,210.83,100.52
2022-06,233.76,103.35
2022-07,235.67,103.35
2022-08,241.4,103.94
2022-09,240.76,103.72
2022-10,254.14,104.91
2022-11,260.51,102.31
2022-12,265.61,101.12
2023-01,264.33,98.36
2023-02,259.24,94.94
2023-03,243.31,92.71
2023-04,253.5,96.28
2023-05,230.57,92.19
2023-06,213.38,90.48
2023-07,212.74,92.34
2023-08,208.92,93.45
2023-09,214.65,95.61
2023-10,205.73,96.43
2023-11,212.74,99.11
2023-12,211.46,100.22
2024-01,226.75,104.99
2024-02,231.21,107.96
2024-03,230.57,108.18
2024-04,233.76,109.0
2024-05,233.76,109.3
2024-06,231.21,111.98
2024-07,238.22,110.12
2024-08,240.76,107.96
2024-09,259.87,111.09
2024-10,259.24,110.19
2024-11,250.96,108.93
2024-12,257.96,112.95
2025-01,254.78,111.01
2025-02,259.24,115.1
2025-03,267.52,115.25
2025-04,257.96,118.23
2025-05,264.97,119.49
2025-06,272.61,117.11
2025-07,272.61,119.35
2025-08,274.52,124.55
2025-09,261.15,126.04
2025-10,261.78,127.98
